epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
146,6933.44,0.88571,0.52402,1.10471,0.96903,0.96742,0.98845,0.79937,0.79391,0.35944,1.08285,0.009043,0.009043,0.009043
147,6980.88,0.88397,0.51784,1.10086,0.96934,0.96724,0.98845,0.79931,0.79336,0.35926,1.08243,0.0090364,0.0090364,0.0090364
148,7028.37,0.88193,0.52161,1.10015,0.96834,0.96853,0.98836,0.7994,0.79338,0.35896,1.08238,0.0090298,0.0090298,0.0090298
149,7075.58,0.88455,0.52142,1.10325,0.96869,0.96867,0.98841,0.79986,0.79292,0.35893,1.08213,0.0090232,0.0090232,0.0090232
150,7123.24,0.88031,0.51556,1.0967,0.96793,0.96895,0.98858,0.79989,0.79279,0.35878,1.08196,0.0090166,0.0090166,0.0090166
151,7170.62,0.87816,0.51868,1.09812,0.96848,0.96803,0.9883,0.79985,0.7929,0.35885,1.08194,0.00901,0.00901,0.00901
152,7217.82,0.87707,0.51853,1.10209,0.96949,0.96796,0.9883,0.8,0.79261,0.35888,1.08166,0.0090034,0.0090034,0.0090034
153,7265.54,0.87953,0.51699,1.09809,0.96939,0.96781,0.98831,0.79979,0.79255,0.35895,1.08161,0.0089968,0.0089968,0.0089968
154,7312.8,0.87979,0.51881,1.09757,0.96936,0.96752,0.98828,0.80006,0.79252,0.35886,1.08163,0.0089902,0.0089902,0.0089902
155,7360,0.88232,0.51805,1.0999,0.96947,0.96798,0.98837,0.80026,0.79229,0.3586,1.08145,0.0089836,0.0089836,0.0089836
156,7407.67,0.87967,0.52383,1.0998,0.97028,0.96739,0.98832,0.80051,0.79204,0.35819,1.08137,0.008977,0.008977,0.008977
157,7455.21,0.88075,0.51849,1.09619,0.96986,0.96712,0.98833,0.80056,0.79204,0.35812,1.08132,0.0089704,0.0089704,0.0089704
158,7502.98,0.87311,0.51702,1.09482,0.96921,0.96795,0.98839,0.80046,0.79201,0.35802,1.08127,0.0089638,0.0089638,0.0089638
159,7550.47,0.87528,0.51435,1.09376,0.97024,0.96742,0.98835,0.80047,0.79198,0.35823,1.0813,0.0089572,0.0089572,0.0089572
160,7597.8,0.87464,0.51548,1.09812,0.97105,0.96708,0.98831,0.80068,0.79179,0.35791,1.08114,0.0089506,0.0089506,0.0089506
161,7645.26,0.87525,0.51723,1.09801,0.97,0.96758,0.98827,0.80094,0.79159,0.35799,1.08102,0.008944,0.008944,0.008944
162,7692.63,0.87536,0.51439,1.09704,0.96873,0.96789,0.98831,0.80087,0.79157,0.35762,1.08107,0.0089374,0.0089374,0.0089374
163,7740.1,0.87407,0.50855,1.09623,0.96811,0.9678,0.9883,0.80059,0.79127,0.35761,1.08078,0.0089308,0.0089308,0.0089308
164,7787.56,0.87219,0.51449,1.09679,0.96926,0.96799,0.98831,0.80053,0.79121,0.35732,1.08065,0.0089242,0.0089242,0.0089242
165,7834.81,0.87309,0.50862,1.09639,0.96997,0.96808,0.98835,0.80103,0.79102,0.35722,1.08064,0.0089176,0.0089176,0.0089176
166,7882.27,0.8739,0.50926,1.09523,0.97039,0.96788,0.98836,0.80138,0.79079,0.35707,1.08046,0.008911,0.008911,0.008911
167,7929.59,0.87427,0.51758,1.09581,0.96998,0.9679,0.98834,0.80181,0.79064,0.35714,1.08041,0.0089044,0.0089044,0.0089044
168,7976.79,0.87324,0.51005,1.09564,0.97144,0.96675,0.98838,0.80182,0.79035,0.35715,1.08016,0.0088978,0.0088978,0.0088978
169,8024.29,0.87498,0.51,1.09538,0.96816,0.9696,0.98833,0.80169,0.79018,0.35724,1.08004,0.0088912,0.0088912,0.0088912
170,8071.63,0.8653,0.50882,1.0934,0.96924,0.96887,0.98838,0.80175,0.79022,0.35699,1.0799,0.0088846,0.0088846,0.0088846
